"범죄별","재범기간및종류별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년",
"강간","1개월 이내","소년범죄자 재범기간 및 종류","명","7","3","6","9","7","14","10","5","","","","","","",
"강간","3개월 이내","소년범죄자 재범기간 및 종류","명","1","2","6","6","20","14","8","15","","","","","","",
"강간","6개월 이내","소년범죄자 재범기간 및 종류","명","2","4","6","11","13","7","11","10","","","","","","",
"강간","1년 이내","소년범죄자 재범기간 및 종류","명","13","11","24","20","31","30","30","19","","","","","","",
"강간","2년 이내","소년범죄자 재범기간 및 종류","명","6","4","7","8","6","5","5","12","","","","","","",
"강간","3년 이내","소년범죄자 재범기간 및 종류","명","2","3","6","2","3","6","5","2","","","","","","",
"강간","3년 초과","소년범죄자 재범기간 및 종류","명","1","2","4","1","2","-","2","1","","","","","","",
"강간","이종재범","소년범죄자 재범기간 및 종류","명","248","162","447","439","495","509","400","495","","","","","","",
"강간","1개월 이내","소년범죄자 재범기간 및 종류","명","19","12","32","58","33","47","58","42","","","","","","",
"강간","3개월 이내","소년범죄자 재범기간 및 종류","명","25","17","40","59","80","66","34","55","","","","","","",
"강간","6개월 이내","소년범죄자 재범기간 및 종류","명","26","12","47","67","77","68","41","70","","","","","","",
"강간","1년 이내","소년범죄자 재범기간 및 종류","명","100","57","200","158","173","186","145","154","","","","","","",
"강간","2년 이내","소년범죄자 재범기간 및 종류","명","40","35","72","58","74","74","54","74","","","","","","",
"강간","3년 이내","소년범죄자 재범기간 및 종류","명","14","15","32","33","45","42","33","57","","","","","","",
"강간","3년 초과","소년범죄자 재범기간 및 종류","명","24","14","24","6","13","26","35","43","","","","","","",
"성폭력","합계","소년범죄자 재범기간 및 종류","명","","","","","","","","","688","629","648","668","698","597",
"성폭력","동종재범","소년범죄자 재범기간 및 종류","명","","","","","","","","","43","37","32","140","276","252",
"성폭력","1개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","1","4","4","12","29","21",
"성폭력","3개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","7","1","3","17","52","26",
"성폭력","6개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","6","9","5","27","39","39",
"성폭력","1년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","14","16","14","51","72","85",
"성폭력","2년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","9","4","4","15","54","34",
"성폭력","3년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","4","2","2","9","25","37",
"성폭력","3년 초과","소년범죄자 재범기간 및 종류","명","","","","","","","","","2","1","-","9","5","10",
"성폭력","이종재범","소년범죄자 재범기간 및 종류","명","","","","","","","","","645","592","616","528","422","345",
"성폭력","1개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","43","44","56","43","30","35",
"성폭력","3개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","78","83","85","67","55","39",
"성폭력","6개월 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","84","97","90","68","47","40",
"성폭력","1년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","225","186","208","193","164","111",
"성폭력","2년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","110","98","95","74","71","54",
"성폭력","3년 이내","소년범죄자 재범기간 및 종류","명","","","","","","","","","59","54","45","44","39","49",
"성폭력","3년 초과","소년범죄자 재범기간 및 종류","명","","","","","","","","","46","30","37","39","16","17",
"강력범죄(폭력)","합계","소년범죄자 재범기간 및 종류","명","4881","6580","9593","9446","7454","7194","12002","9115","7547","6962","7054","7680","7175","6647",
"강력범죄(폭력)","동종재범","소년범죄자 재범기간 및 종류","명","2034","2549","3534","3394","2754","2463","4172","3917","3460","2777","2687","2927","3453","3313",
"강력범죄(폭력)","1개월 이내","소년범죄자 재범기간 및 종류","명","145","240","427","529","276","383","634","371","273","239","277","293","380","342",
"강력범죄(폭력)","3개월 이내","소년범죄자 재범기간 및 종류","명","243","353","498","505","599","526","796","632","519","416","449","498","582","567",
"강력범죄(폭력)","6개월 이내","소년범죄자 재범기간 및 종류","명","219","332","436","475","425","343","618","642","555","400","434","484","575","544",
"강력범죄(폭력)","1년 이내","소년범죄자 재범기간 및 종류","명","763","953","1328","1247","901","766","1416","1190","1080","862","828","936","1030","1020",
"강력범죄(폭력)","2년 이내","소년범죄자 재범기간 및 종류","명","352","332","486","384","365","259","387","640","645","471","376","405","522","508",
"강력범죄(폭력)","3년 이내","소년범죄자 재범기간 및 종류","명","205","219","229","207","146","153","238","332","281","280","235","237","281","257",
"강력범죄(폭력)","3년 초과","소년범죄자 재범기간 및 종류","명","107","120","130","47","42","33","83","110","107","109","88","74","83","75",
"강력범죄(폭력)","이종재범","소년범죄자 재범기간 및 종류","명","2847","4031","6059","6052","4700","4731","7830","5198","4087","4185","4367","4753","3722","3334",
"강력범죄(폭력)","1개월 이내","소년범죄자 재범기간 및 종류","명","172","330","447","572","422","522","875","466","334","325","414","419","353","332",
"강력범죄(폭력)","3개월 이내","소년범죄자 재범기간 및 종류","명","268","388","684","778","779","755","1131","714","524","523","633","721","607","551",
"강력범죄(폭력)","6개월 이내","소년범죄자 재범기간 및 종류","명","267","416","646","676","693","668","991","704","588","549","587","690","562","463",
"강력범죄(폭력)","1년 이내","소년범죄자 재범기간 및 종류","명","982","1452","2301","2314","1534","1457","2489","1563","1299","1259","1363","1587","1236","1081",
"강력범죄(폭력)","2년 이내","소년범죄자 재범기간 및 종류","명","496","633","1015","967","731","786","1183","901","768","759","717","748","545","558",
"강력범죄(폭력)","3년 이내","소년범죄자 재범기간 및 종류","명","339","445","572","503","353","373","600","555","383","551","446","425","301","260",
"강력범죄(폭력)","3년 초과","소년범죄자 재범기간 및 종류","명","323","367","394","242","188","170","561","295","191","219","207","163","118","89",
"폭행","합계","소년범죄자 재범기간 및 종류","명","330","531","931","772","764","713","1581","1808","3101","3078","3283","3601","3480","3221",
"폭행","동종재범","소년범죄자 재범기간 및 종류","명","123","168","272","209","246","185","485","779","1403","1228","1238","1367","1719","1625",
"폭행","1개월 이내","소년범죄자 재범기간 및 종류","명","4","10","26","17","27","15","52","44","81","81","99","108","165","152",
"폭행","3개월 이내","소년범죄자 재범기간 및 종류","명","13","14","28","21","40","31","71","97","203","170","205","223","266","240",
"폭행","6개월 이내","소년범죄자 재범기간 및 종류","명","10","18","20","37","33","34","66","134","192","182","199","217","269","248",
"폭행","1년 이내","소년범죄자 재범기간 및 종류","명","43","57","95","77","82","61","170","228","455","378","362","458","508","505",
"폭행","2년 이내","소년범죄자 재범기간 및 종류","명","34","35","53","32","39","22","57","158","286","220","194","197","300","299",
"폭행","3년 이내","소년범죄자 재범기간 및 종류","명","13","17","28","21","18","18","51","85","134","132","128","121","164","136",
"폭행","3년 초과","소년범죄자 재범기간 및 종류","명","6","17","22","4","7","4","18","33","52","65","51","43","47","45",
"폭행","이종재범","소년범죄자 재범기간 및 종류","명","207","363","659","563","518","528","1096","1029","1698","1850","2045","2234","1761","1596",
"폭행","1개월 이내","소년범죄자 재범기간 및 종류","명","8","16","26","33","26","44","86","64","125","124","149","180","141","133",
"폭행","3개월 이내","소년범죄자 재범기간 및 종류","명","14","29","75","50","73","65","129","123","194","222","274","325","280","256",
"폭행","6개월 이내","소년범죄자 재범기간 및 종류","명","19","34","58","56","68","67","122","148","228","243","284","326","273","226",
"폭행","1년 이내","소년범죄자 재범기간 및 종류","명","61","108","233","214","174","176","357","315","519","543","638","719","584","548",
"폭행","2년 이내","소년범죄자 재범기간 및 종류","명","35","71","129","111","91","96","196","181","352","345","359","373","281","247",
"폭행","3년 이내","소년범죄자 재범기간 및 종류","명","33","60","77","64","62","60","112","138","194","271","234","221","144","132",
"폭행","3년 초과","소년범죄자 재범기간 및 종류","명","37","45","61","35","24","20","94","60","86","102","107","90","58","54",
"상해","합계","소년범죄자 재범기간 및 종류","명","648","946","1171","983","943","866","1266","1044","2948","2648","2583","2729","2137","1912",
"상해","동종재범","소년범죄자 재범기간 및 종류","명","249","342","410","326","314","283","378","391","1350","1072","1010","1075","1013","929",
"상해","1개월 이내","소년범죄자 재범기간 및 종류","명","11","18","28","24","12","36","38","29","92","90","99","104","106","81",
"상해","3개월 이내","소년범죄자 재범기간 및 종류","명","29","36","46","31","54","53","57","42","175","165","161","184","151","160",
"상해","6개월 이내","소년범죄자 재범기간 및 종류","명","28","32","36","40","48","36","54","53","219","147","154","185","168","153",
"상해","1년 이내","소년범죄자 재범기간 및 종류","명","95","142","156","148","117","80","144","128","425","344","338","327","330","304",
"상해","2년 이내","소년범죄자 재범기간 및 종류","명","39","51","70","45","52","46","47","81","285","185","147","160","145","144",
"상해","3년 이내","소년범죄자 재범기간 및 종류","명","27","43","53","33","23","24","25","47","119","108","83","88","86","74",
"상해","3년 초과","소년범죄자 재범기간 및 종류","명","20","20","21","5","8","8","13","11","35","33","28","27","27","13",
"상해","이종재범","소년범죄자 재범기간 및 종류","명","399","604","761","657","629","583","888","653","1598","1576","1573","1654","1124","983",
"상해","1개월 이내","소년범죄자 재범기간 및 종류","명","18","35","41","37","32","47","78","36","117","111","139","131","97","95",
"상해","3개월 이내","소년범죄자 재범기간 및 종류","명","24","53","60","83","65","77","104","81","186","200","227","240","185","137",
